,shop,1st,location
909,다모아복권,7,서울 영등포구 신길동 4035-2번지 103호
910,달성로또복권판매소,7,충남 아산시 온천동 80-2번지
911,담배,7,서울 강북구 미아동 777-3번지
912,당진로또명당점,7,충남 당진시 수청동 979 시외버스터미널내상가124호
913,당진복권방,7,충남 당진시 읍내동 645
914,대광광고사,7,대전 유성구 구즉동 195-17번지
915,대궐터 복권나라,7,경기 남양주시 진접읍 내각리 318-10번지 1층1호
916,대명로또편의점,7,경기 동두천시 중앙동 657-1
917,대박(토토),7,광주 북구 각화동 180-5번지
918,대박나라베팅숍,7,경기 부천시 소사구 송내동 450-8번지
919,대박로또,7,서울 영등포구 영등포동2가 331번지
920,대박복권방,7,울산 울주군 범서읍 구영리 385-3번지 위드미내
921,대박복권방,7,인천 서구 심곡동 239-1번지
922,대박복권방,7,경기 부천시 오정구 고강동 390-4번지 고강빌딩1층
923,대박슈퍼,7,세종 조치원읍 침산리 269-8번지 1층 101호
924,대원문구슈퍼,7,경기 성남시 중원구 하대원동 146-2번지
925,대진,7,대구 동구 율하동 1230번지 훼미리마트
926,대풍로또판매점,7,경남 김해시 579-11
927,더말샵,7,부산 연제구 연산동 1363-15번지
928,더존할인마트,7,광주 광산구 운남동 782-5번지 더존1빌딩1층
929,데이앤나잇,7,서울 성북구 종암동 132 종암우림카이저팰리스 1층 101호
930,돈돈복권방,7,대전 서구 괴정동 1-1
931,동서울로또,7,서울 광진구 구의동 546-1 동서울터미널 정문앞 로또가판점
932,동성당,7,서울 종로구 종로5가 410번지
933,동양마트,7,"서울 노원구 상계동 1305번지 상계동동양메이져아파트제상가동108호,109호"
934,드림로또노은점,7,대전 유성구 봉명동 640-2번지하이랜드 아파트(원룸형 상가)1층
935,따봉복권방,7,인천 부평구 부평동 889-5번지
936,또와식품,7,서울 강서구 염창동 264-8번지
937,로또,7,충북 괴산군 괴산읍 동부리 658-13번지
938,로또,7,충남 홍성군 홍성읍 오관리 311-5
939,로또,7,서울 도봉구 도봉동 636-12번지
940,로또,7,서울 강서구 가양동 1480-8번지102호
941,로또-마트,7,인천 남동구 구월동 1407-10번지
942,로또N삭스,7,경기 의정부시 송산2동 812 골든프라자101호
943,로또구파발점,7,서울 은평구 진관동 70메트로프라자 103호
944,로또명당,7,인천 남동구 구월동 1250
945,로또명당,7,전남 해남군 문내면 동외리 875-6번지
946,로또명당상동점,7,경기 부천시 원미구 상동 538-1번지 효성프라자108호
947,로또복권,7,대구 동구 입석동 1006-19번지
948,로또복권,7,경북 구미시 송정동 459번지
949,로또복권방,7,경기 용인시 처인구 김량장동 162-4
950,로또복권방,7,대전 서구 갈마동 345-1번지
951,로또복권방,7,경기 파주시 금촌동 386-4 1층
952,로또복권방,7,경남 창원시 성산구 안민동 74번지 세평빌딩102호
953,로또복권방,7,경기 포천시 신읍동 43-46번지
954,로또복권애니타임점,7,경북 구미시 황상동 303-1번지 애니타임편의점 내
955,로또복권토토위드미완주공단점,7,전북 완주군 봉동읍 둔산리 903-2번지
956,로또복권판매,7,경기 부천시 원미구 중동 1107번지 위브더스테이트 102동 111호 CU부천위브점
957,로또상품권롯데대구점,7,대구 중구 태평로1가 1-2 대구역 지하상가10호
958,로또천안삼거리점,7,충남 천안시 동남구 구성동 171천안삼거리휴게소內 음반코너(화장실 앞)
959,로또판매,7,전남 영광군 영광읍 남천리 324-10
960,로또판매점,7,경북 예천군 예천읍 서본리 3-10번지
961,로또편의점,7,전북 전주시 덕진구 인후동1가 920-5번지
962,로또한마당,7,강원 철원군 갈말읍 신철원리 984-1번지
963,로또홍성휴게소(하행)판매점,7,충남 홍성군 은하면 금국리 292-3 서해안고속도로 홍성휴게소 하행내 하이샵코너내
964,로터리복권방,7,부산 서구 충무동1가 14-2
965,마리오슈퍼,7,경기 부천시 상동 535-1 1층 118호
966,만물가게,7,제주 제주시 이도이동 1188-5
967,맨투맨복권방,7,충북 청주시 흥덕구 송절동 711 편의점
968,메트로복권,7,경기 성남시 분당구 야탑동 361-1
969,메트로세븐(동암점),7,인천 부평구 십정동 475-8동암역굴다리상가 복권방
970,명동열쇠,7,강원 춘천시 중앙로2가 11 신한은행춘천중앙지점옆 가판
971,명문슈퍼,7,부산 북구 덕천제1동 387-4번지
972,명진슈퍼,7,경기 의왕시 고천동 295-26
973,무진장로또,7,제주 제주시 일도일동 1047-4
974,미니24시,7,인천 남구 주안동 1005-10번지
975,미니마트,7,인천 부평구 산곡동 99-13
976,미래복권방,7,경북 영천시 완산동 987-41 5호
977,미래통신,7,서울 성북구 장위동 237-214
978,바로정보,7,서울 양천구 목동 603-8번지
979,백송마트,7,광주 광산구 월계동 771-8번지 104호
980,버스매표소 복권판매소,7,인천 중구 인현동 1-12 중앙로지하상가 163호
981,버스표가판점,7,경기 안양시 동안구 관양1동 1384-25번지
982,버스표판매소,7,경기 고양시 덕양구 행신동 973 971번지선
983,번쩍서점,7,경기 이천시 중리동 219
984,벌교 로또복권방,7,전남 보성군 벌교읍 벌교리 737-25번지 벌교 로또편의점
985,베팅샵(양파),7,대전 동구 용전동 182-42번지
986,보경식품,7,서울 강북구 미아동 207-2번지
987,보물섬,7,전남 목포시 산정동 326-10번지 근화상가 110호
988,복권나라,7,서울 동작구 상도제2동 368-14 1층 101호
989,복권나라,7,인천 서구 마전동 1029-5 검단2지구59블럭검단1차피오레아파트상가B동제비107호
990,복권나라,7,충남 홍성군 홍성읍 오관리 222-3
991,복권나라,7,강원 춘천시 후평동 687-20
992,복권나라,7,경남 김해시 내외동 1260-1 109호 복권판매점
993,복권나라,7,경기 시흥시 신천동 771-4번지
994,복권나라,7,인천 서구 석남동 586-2번지
995,복권나라,7,경기 오산시 오산동 853-19번지
996,복권마을,7,경기 성남시 중원구 상대원동 2995-17
997,복권명당,7,대전 서구 만년동 112번지
998,복권명당,7,경기 안산시 상록구 월피동 492-11번지
999,복권명당,7,경북 영천시 동부동 294-11
1000,복권명당,7,강원 태백시 상장동 95-17번지
1001,복권명당,7,대구 서구 비산동 151-28번지
1002,복권명당,7,대전 중구 중촌동 21-18번지
1003,복권명당,7,서울 중랑구 면목동 413-3번지 1층
1004,복권명당우장산역점,7,서울 강서구 가양제1동 772-8
1005,복권명당울진점,7,경북 울진군 울진읍 읍내리 435-10번지
1006,복권방,7,서울 금천구 시흥동 954-7 정송빌딩1층
1007,복권방,7,대전 동구 중동 77-2번지
1008,복권방,7,경기 용인시 기흥구 신갈동 51번지
1009,복권방,7,부산 사하구 괴정제4동 1119-3
1010,복권방,7,경남 사천시 선구동 58-56번지
1011,복권백화점,7,서울 마포구 망원동 474-2번지
1012,복권백화점(대백.한라앞),7,대구 달서구 이곡동 538-3번지
1013,복권사냥,7,부산 동구 초량동 1200-11번지광장빌딩1층 조이풀편의점
1014,복권세계,7,경기 의정부시 의정부동 17-2번지 1층
1015,복권왕국,7,인천 부평구 부개동 259-16번지
1016,복권전당,7,강원 속초시 1410-30 1층
1017,복권천국,7,인천 부평구 갈산동 172번지 양영빌딩1층
1018,복권천국,7,인천 부평구 삼산동 254-4번지 102호
1019,복권천국,7,부산 남구 대연제6동 1761-2번지
1020,복권천국,7,인천 계양구 동양동 604-2번지
1021,복돼지복권방,7,서울 성동구 성수동2가 289-205번지
1022,부여복권방,7,충남 부여군 부여읍 구아리 198
1023,부자랑,7,서울 성동구 성수동2가 561-2번지
1024,부천중동점로또판매,7,경기 부천시 심곡동 44-6 복권방 건물
1025,빛가람나눔슈퍼,7,전남 나주시 빛가람동 756-3번지 103호
1026,사당,7,서울 관악구 남현동 1061-59
1027,사랑슈퍼,7,전북 익산시 남중동 36-47번지
1028,삼성로또명당,7,인천 계양구 작전서운동 919-4
1029,삼정그린환경,7,서울 강동구 성내동 428-5번지 오스카상가136호
1030,삼호복권,7,서울 도봉구 쌍문동 96-43번지
1031,삼호복권방,7,전남 영암군 삼호읍 삼포리 1883-1번지 삼호복권방
1032,상동복권방,7,경기 부천시 중동 443-8
1033,서원탑훼미리,7,경남 창원시 마산회원구 석전동 225-3 1층 1호
1034,선봉로또,7,울산 남구 삼산동 1468-6번지 CU판매점 내
1035,성명전력,7,경기 동두천시 생연동 696-3번지
1036,세경로또방,7,경기 안양시 동안구 관양동 1589 1층 복권방
1037,세종광고,7,경기 안성시 신건지동 4-17 세종종합광고내
1038,송강로또,7,대전 유성구 봉산동 234-9번지
1039,송정복권명당,7,울산 북구 송정동 251 1층. 106호
1040,수복슈퍼,7,부산 사상구 괘법동 526-12 1층
1041,스크린멀티복권방,7,충남 천안시 서북구 성거읍 송남리 13 이마트24편의점
1042,스파편의점,7,부산 사상구 주례제3동 506번지 창조상가106호
1043,승리복권,7,대전 대덕구 오정동 235-1번지세븐일레븐
1044,시화트윈로또판매점,7,경기 시흥시 정왕동 1861-8번지 트윈프라자B131 132호
1045,신명,7,서울 강서구 방화동 620-192번지
1046,신문가판대,7,서울 중구 남대문로5가 63-13
1047,신문가판점,7,서울 용산구 갈월동 98-39번지
1048,신암편의점,7,부산 금정구 남산동 225-13번지
1049,신풍,7,부산 사하구 신평제2동 647-4번지
1050,쌍둥이네복권방,7,서울 강동구 암사동 500번지 1층
1051,씨스페이스(범물청구점),7,대구 수성구 범물동 1277-11번지
1052,씨스페이스(범어사역점),7,부산 금정구 남산동 21-4번지
1053,씨스페이스(중동점),7,경기 부천시 원미구 중동 1152번지 상록쎈트럴 109호
1054,씨엔마트,7,울산 남구 삼산동 1377-107번지
1055,씨유상도점,7,경북 포항시 남구 상도동 662-7번지
1056,씨유인천선학점,7,인천 연수구 선학동 357-1 104호
1057,씨지랜드,7,경기 부천시 상동 412번지 금강리빙스텔111
1058,아리랑복권방,7,전북 전주시 완산구 효자동1가 622-8번지
1059,에이스복권방,7,경기 동두천시 생연동 385-4번지 1층
1060,여기있었네복권방,7,충남 논산시 취암동 177-4번지
1061,역곡역전로또,7,경기 부천시 괴안동 114-5 가판대
1062,역전복권방,7,경기 안양시 동안구 호계동 1046-2번지
1063,연안상회,7,경기 포천시 일동면 기산리 90-37번지
1064,연초2호 쇼케이스7호,7,서울 서초구 반포4동 19-4 쇼케이스7호
1065,영광생활유통,7,서울 금천구 독산동 1006-19
1066,영남통상,7,경북 성주군 성주읍 경산리 21-7번지
1067,영유통(로또복권),7,전북 군산시 미룡동 896-3번지
1068,영화모음,7,경기 수원시 장안구 조원동 859-3 뉴타운프라자A-107
1069,예스우리들의편의점,7,서울 강남구 개포동 1238 1층 이마트 24
1070,오렌지스토아,7,서울 광진구 중곡동 245-1번지 우진빌딩1층
1071,오목미니슈퍼,7,서울 양천구 목동 406-316번지
1072,오복할인마트,7,경남 창원시 의창구 팔용동 13-9번지 팔용유통단지
1073,오이도직판장마트,7,경기 시흥시 정왕동 2003-8번지 오이도이주단지B
1074,옥수역복권방,7,서울 성동구 옥수동 385-4번지
1075,올인로또복권,7,전북 전주시 완산구 효자동2가 203-5코끼리마트 상가 내
1076,왕24시,7,충남 서산시 읍내동 111-10
1077,왕대박,7,경기 평택시 팽성읍 안정리 148-32 1층 우측
1078,왕대박복권고령점,7,경북 고령군 대가야읍 헌문리 236
1079,왕대박복권방,7,대구 북구 태전동 155-36번지
1080,우리로또,7,경기 김포시 장기동 346-4번지
1081,우리마트,7,인천 계양구 작전동 72-2번지 한아름상가101 102호
1082,우리식품,7,서울 광진구 광장동 244-24번지
1083,운수대통,7,인천 부평구 십정2동 408-15 1층 A호
1084,웨이스탑(전농점),7,서울 동대문구 전농동 295-143번지
1085,위앤조이,7,충남 천안시 서북구 신당동 634-7번지
1086,유성코아복권슈퍼,7,대전 유성구 온천2동 286-14번지 코아마트
1087,육사구(6/49)복권방,7,"경기 용인시 처인구 모현읍 갈담리 332-6 104호, 105호"
1088,으뜸복권방,7,경기 의정부시 송산2동 732-1 105호
1089,은정슈퍼,7,경남 창원시 성산구 가음동 23-1 은정상가101호 GS편의점
1090,이마트24 울산목화점,7,울산 남구 삼산동 1266-8번지
1091,이마트24 편의점,7,서울 서초구 반포4동 19-4 본관1층 쇼케이스4호
1092,일산복권,7,경기 고양시 일산서구 138번지 애비뉴상가1090호
1093,작은신부,7,충남 서산시 대산읍 대산리 133-31
1094,장군슈퍼,7,인천 연수구 옥련동 580-9번지
1095,장원에이스,7,서울 서초구 반포4동 19-4서울고속버스터미널경부선대합식2H로또판매점
1096,제이마트 (J-Mart),7,서울 서초구 반포동 19-3번지센트럴씨티125호
1097,제일복권,7,인천 동구 송림동 31-20번지
1098,제일복권,7,제주 제주시 삼도1동 558-10
1099,죽전열쇠 로또복권방,7,경기 용인시 수지구 죽전동 468-5 신흥빌딩101
1100,즐거운복권방,7,인천 남구 주안동
1101,진영로또판매점,7,경남 김해시 진영읍 여래리 700-11번지
1102,참텔레콤,7,서울 동대문구 답십리동 53-6번지
1103,채널큐,7,경남 창원시 마산합포구 산호동 31-52번지
1104,천동마트,7,대전 동구 천동 119-4
1105,천둥마트,7,경기 안산시 단원구 선부동 998-10
1106,천안문복권방,7,서울 영등포구 대림제2동 1116-1 1층 103호
1107,천하명당(팔용점),7,경남 창원시 의창구 팔용동 134-2번지
1108,천하명당복권방,7,경기 의왕시 고천동 294-3
1109,천하명당복권방,7,서울 광진구 중곡동 167-3번지
1110,천하명당복권방,7,경기 수원시 팔달구 매산로3가 128-4
1111,천하명당복권방,7,경기 평택시 오성면 죽리 1-6 마키리오스빌딩1층107호
1112,천하명당복권방,7,경기 수원시 권선구 세류동 1141-5
1113,천하명당복권방역전점,7,대전 동구 정동 15-23번지
1114,코리아로또,7,전북 전주시 완산구 서노송동 673-1번지
1115,코리아슈퍼,7,경남 통영시 무전동 985-1 상가1층 103호
1116,코사마트역전점,7,경기 평택시 평택동 46-4
1117,코코블루,7,경기 성남시 분당구 서현동 248-5번지 코코프라자지하2호
1118,태금로또토토,7,경남 창원시 마산회원구 내서읍 중리 365-2 신축건물1층
1119,터미널담배,7,제주 제주시 오라동 2441-1
1120,터서점,7,부산 동래구 온천제3동 1249-14번지
1121,토큰판매점,7,서울 강북구 미아동 60-5번지 가판
1122,통일복권방,7,서울 송파구 잠실동 195
1123,팡팡복권방,7,경기 군포시 군포1동 750-26
1124,팡팡복권방,7,서울 은평구 신사동 342-311층
1125,패밀리복권방,7,경기 광주시 오포읍 고산리 152-3번지
1126,포시즌마전점,7,인천 서구 마전동 1011-1 검단2지구37블록1롯트
1127,프로토원주점(복권나라),7,강원 원주시 태장동 1367-2 1층
1128,플러스24쌍용본점,7,충남 천안시 서북구 쌍용동 1525번지
1129,플러스복권,7,경기 시흥시 정왕동 1395-15번지 102호
1130,플러스복권마트,7,부산 해운대구 우제1동 602-6
1131,하나마트(하남4번로),7,광주 광산구 장덕동 992-12번지 하나마트내
1132,한마음병원앞버스매표소,7,인천 계양구 작전동 865-34번지
1133,한방복권방,7,경기 화성시 안녕동 19-6
1134,한삼인 홍제역점,7,서울 서대문구 홍제동 330-60번지
1135,한솔복권&마트,7,인천 남구 주안동 434-1 1층 1호
1136,해든복권나라,7,경기 부천시 중동 1135번지 대야하이빌투 106호
1137,해피+24시편의점,7,광주 북구 양산동 296번지
1138,해피데이마트,7,서울 송파구 문정동 30-17번지 1층
1139,해피데이복권방,7,경기 부천시 소사구 괴안동 40-13번지 1층동향좌측1호
1140,행복이가득한집,7,부산 영도구 동삼제1동 231-19 1층 복권방
1141,행복플러스,7,경기 광명시 1365
1142,행운복권,7,경기 의정부시 호원1동 428 상가동 110호
1143,행운복권방,7,경기 시흥시 대야동 545-1번지 트윈프라자B동114호
1144,행운복권방,7,제주 제주시 외도일동 550-10
1145,행운복권방,7,서울 도봉구 창동 134-36번지 우림빌딩106
1146,행운복권방,7,경기 시흥시 신천동 706-5
1147,행운복권방,7,경기 수원시 권선구 구운동 493-16 103호
1148,행운복권방,7,전북 고창군 고창읍 월곡리 636번지
1149,행운복권방,7,경남 김해시 부원동 601-9 복권판매점
1150,행운복권방,7,서울 은평구 녹번동 180번지
1151,행운복권방,7,충북 청주시 서원구 분평동 246-24번지1층 편의점
1152,행운복권방,7,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호
1153,행운을주는사람들(복권방),7,경남 고성군 고성읍 동외리 295-18번지
1154,행운이랑대박이랑,7,경기 수원시 장안구 정자동 333-5
1155,현대LOTTO복권,7,대전 중구 유천동 305-4번지
1156,현암꽃플라워,7,대전 동구 삼성동 352-12번지
1157,형제상회,7,서울 동대문구 용두동 127-38
1158,형제상회,7,경기 부천시 원미구 역곡동 112번지
1159,홍익슈퍼,7,강원 강릉시 포남2동 1081-11번지 5통4반
1160,화신상사,7,부산 동래구 명륜동 502-5번지
1161,화인서비스,7,서울 광진구 중곡동 172-52번지
1162,화천복권방,7,강원 화천군 화천읍 하리 43-291층
1163,황금대박방,7,경기 고양시 덕양구 삼송동 30-29번지
1164,황금로또복권판매,7,충남 당진시 원당동 827-2 B동 108호 한빛부동산
1165,황금복권,7,강원 원주시 단계동 808 삼익상가 105호
1166,황금복권방,7,강원 동해시 북평동 12-5번지
1167,황금복권방,7,경기 화성시 병점동 408-8
1168,황금알복권방,7,충북 진천군 광혜원면 광혜원리 265-3번지
1169,흥부네박터졌네,7,인천 계양구 계산동 966-1번지
1170,희망복권,7,경기 평택시 평택동 34-12 1층 복권방
1171,희망복권방,7,부산 동래구 명장제1동 59-5번지
1172,1등복권방,6,울산 울주군 언양읍 반송리 253번지
1173,21세기복권나라,6,경기 성남시 중원구 상대원동 5430-7번지
1174,365팡팡복권,6,경남 김해시 진영읍 진영리 1611-3번지 상가136동108호
1175,88수퍼,6,서울 금천구 가산동 145-23
1176,CU(간석벽산점),6,인천 남동구 간석동 225-19
1177,CU(남천점),6,부산 수영구 남천동 296-4번지
1178,CU(대림중앙점),6,서울 영등포구 대림동 775-7번지 1층
1179,CU(송도점),6,인천 연수구 옥련1동 540-4번지
1180,CU(전주우아점),6,전북 전주시 덕진구 우아동3가 746-20번지
1181,CU(초읍대공원점),6,부산 부산진구 초읍동 171-2 목화빌딩
1182,CU(횡계점),6,강원 평창군 대관령면 횡계리 316-2번지
1183,GS25(고양주교점),6,경기 고양시 덕양구 주교동 568 1층 3호
1184,GS25(노형현대점),6,제주 제주시 노형동 723-1
1185,GS25(대전대림점),6,대전 유성구 궁동 405-11번지
1186,GS25(동구신서점),6,대구 동구 안심3.4동 530-4번지
1187,GS25(밀양점),6,경남 밀양시 내이동 908번지
1188,GS25(부산미남점),6,부산 동래구 온천동 1421-36번지
1189,GS25(분당성원점),6,경기 성남시 분당구 금곡동 159번지 한국프라자112호
1190,GS25(양산신평점),6,경남 양산시 하북면 순지리 691-32
1191,GS25(역삼대홍점),6,서울 강남구 역삼동 798-29번지
1192,GS25(주안타운점),6,인천 남구 주안동
1193,GS25(천안장미점),6,충남 천안시 서북구 쌍용동 1194번지
1194,GS25(청룡점),6,부산 금정구 청룡동 633-21번지
1195,GS25(칠곡북삼점),6,경북 칠곡군 북삼읍 인평리 1035-9번지
1196,GS25(포정점),6,대구 중구 포정동 9-5번지
1197,GS25신평점복권판매,6,부산 사하구 신평동 84-98
1198,GS25오리점,6,경기 성남시 분당구 구미동 158번지하나이지타워107호
1199,ING,6,경기 안양시 만안구 안양동 574-1번지 1층
1200,LA24시편의점,6,대구 달서구 호산동 293-2번지
1201,LG25시북부점로또복권,6,"경남 양산시 중앙동 423-5번지 가1-7,2-13"
1202,NJOY로또텔레콤,6,경북 포항시 남구 상도동 635-4번지
1203,cu무거삼호점,6,울산 남구 무거동 1195-9CU무거삼호점 내
1204,가로토큰박스,6,경기 과천시 중앙동 60번지과천극장버스정류장앞가판
1205,가로판매대,6,서울 강동구 천호동 455-8 천호역 3번 출구 앞
1206,가로판매대제18호,6,서울 중구 회현동1가 203
1207,가로판매점,6,서울 서대문구 남가좌동 293-85 명동의류앞
1208,가로판매점,6,서울 서초구 방배동 1549
1209,가야로또복권방,6,충북 충주시 용두동 168-2번지 CU용두점내
1210,가판,6,서울 마포구 도화동 169-1번지 가든호텔정문옆가판
1211,가판,6,서울 광진구 중곡동 124-11번지
1212,가판점,6,경기 성남시 수정구 신흥동 5505
1213,가판점1호,6,서울 마포구 합정동 383-14번지세븐일레븐
1214,강남25시편의점,6,경남 거제시 옥포동 550-17
1215,개미식품,6,서울 동작구 노량진동 41-5 건설상가 115호
1216,광나루복권방,6,서울 광진구 광장동 244-6번지
1217,광양복권전문점,6,전남 광양시 광양읍 세풍리 413번지 광양공영터미널내 가판
1218,교통카드충전,6,서울 서초구 서초동 1317-20번지
1219,교통카드판매대,6,서울 영등포구 여의도동 25-3
1220,구둘공사,6,부산 동래구 안락동 633-30번지CU마트102호
1221,국영슈퍼,6,충남 아산시 온천동 224-3
1222,금강수여울목,6,대전 대덕구 신탄진동 143-23번지
1223,금전산복권방,6,전남 순천시 연향동 1374-12번지 금전산복권방
1224,금정복권,6,부산 금정구 부곡제1동 303-5자연애 할인마트 내
1225,금집복권,6,광주 북구 신용동 752
1226,금호마트,6,경기 구리시 수택동 515-6번지
1227,까치복권방,6,서울 양천구 신월동 23-17 1층 (신월동)
1228,꽃이활짝피는복권방,6,서울 영등포구 문래동3가 55-5번지 홈플러스앞 택시정거장 옆 가판
1229,꿈동산복권방,6,전남 목포시 산정동 1082-2 세븐일레븐
1230,꿈의나라,6,부산 동래구 명륜동 533-49
1231,나나복권,6,부산 영도구 청학제1동 307-26 1층 복권방
1232,나랑유통,6,인천 서구 가정동 510-17 대경무역2빌딩 102호
1233,나이키로또복권방,6,경기 광주시 초월읍 산이리 13-25
1234,노다지,6,서울 성북구 하월곡동 80-23번지
1235,노다지방,6,서울 강서구 화곡동 898-1번지 화곡심포니타운105
1236,노다지복권방,6,서울 양천구 신월동 116-14번지
1237,노다지복권방,6,충북 음성군 금왕읍 내곡리 100-7번지
1238,노다지복권방,6,부산 금정구 금사회동동 132-7번지
1239,노다지복권방,6,충남 보령시 대천3동 729-10
1240,노다지복권방,6,대전 동구 가오동 236-22번지
1241,노다지복권방,6,부산 부산진구 전포제2동 588-6번지
1242,노다지복권방,6,부산 북구 만덕제2동 282-5번지
1243,다운이앤씨,6,인천 부평구 청천동 48-176번지 1층
1244,당산로또명당점,6,서울 영등포구 당산동6가 337-19번지
1245,당신대박,6,부산 북구 화명제3동 2287-1번지 리버사이드빌딩103-1호
1246,대광복권방,6,전남 화순군 화순읍 대리 97-3 대광그린상가동 1층109호
1247,대구연쇄점,6,부산 부산진구 부전제1동 55-2번지
1248,대박,6,경기 구리시 수택동 405-16번지
1249,대박나라,6,서울 마포구 망원제1동 486-1
1250,대박로또방,6,경기 광명시 광명동 158-789번지1층편의점
1251,대박로또방,6,인천 남구 용현동 621-1번지
1252,대박명당,6,충남 천안시 서북구 직산읍 삼은리 412 1층 2호
1253,대박복권나라,6,경기 고양시 덕양구 관산동 238-10번지
1254,대박복권방,6,서울 중구 무학동 11-2번지 1층3호
1255,대박복권방,6,경기 김포시 양촌읍 양곡리 414-22
1256,대박의터,6,강원 춘천시 동내면 학곡리 594
1257,대박찬스,6,경기 남양주시 진접읍 팔야리 797-10번지 14
1258,대박찬스복권방,6,경기 용인시 기흥구 상갈동 125-22
1259,대박찬스복권전문점,6,경기 포천시 소흘읍 송우리 452-9번지
1260,대불로또판매점,6,전남 영암군 삼호읍 용앙리 1691-12 1층 101호
1261,대일사,6,경북 영천시 동부동 192-14번지
1262,대전우표사,6,대전 동구 중동 88-3번지
1263,대화식품,6,서울 금천구 독산동 296-16
1264,덕성식품,6,서울 동작구 신대방동 348-3번지
1265,도깨비방망이복권방,6,경남 함안군 칠서면 무릉리 1122 칠서에이스임대아파트상가104호
1266,돈벼락맞는곳,6,경남 김해시 한림면 병동리 980-7번지
1267,돌하르방복권,6,제주 서귀포시 서귀동 313-4
1268,동남슈퍼,6,전북 부안군 부안읍 동중리 130-5
1269,동대문1번출구앞가로가판점(65호),6,서울 종로구 창신동 551
1270,동명로또,6,부산 사상구 감전동 380-1
1271,동원슈퍼,6,광주 남구 월산동 1053-22번지
1272,동일설비 명성복권,6,경북 안동시 용상동 1162-2번지
1273,동키호테편의점,6,광주 서구 풍암동 935-7
1274,동해마트,6,부산 동래구 사직제2동 42-8번지 애니타임 내
1275,두배로마트덕이점,6,경기 고양시 일산서구 덕이동 992-1번지 삼호빌딩1층
1276,드림마트,6,서울 영등포구 신길동 192-142번지
1277,드림복권,6,전남 목포시 산정동 1041-66번지 드림복권
1278,드림스튜디오,6,서울 은평구 갈현동 468-3번지 1층
1279,들꽃편의점,6,경기 수원시 영통구 매탄동 196-18
1280,럭키뱅크,6,대전 동구 용전동 42-13번지
1281,럭키복권방,6,경기 수원시 영통구 이의동 1335 아이플렉스104호
1282,럭키상사,6,인천 부평구 부평동 199-20번지가나베스텔105호 씨스페이스편의점내
1283,로또,6,서울 강동구 천호동 289
1284,로또,6,서울 금천구 독산동 888-141층
1285,로또 마트,6,서울 서초구 서초동 1303-16
1286,로또(복권방),6,인천 서구 석남동 450-28번지
1287,로또1등봉덕대박집,6,대구 남구 봉덕동 956-4
1288,로또BANK,6,충남 공주시 신관동 653-14번지
1289,로또는내운명,6,대전 중구 부사동 260-11 1층
1290,로또대박명당(보령점),6,충남 보령시 대천동 774-14
1291,로또만사통사,6,전남 화순군 화순읍 유천리 337 5번째칸
1292,로또명당,6,인천 남구 문학동 355-12번지 편의점내
1293,로또명당,6,경남 창원시 마산합포구 창포동3가 7-2번지
1294,로또명당,6,대구 북구 동천동 878-4번지
1295,로또베스트원,6,충북 청주시 흥덕구 비하동 177-1번지
1296,로또복권,6,부산 남구 용당동 182-2번지
1297,로또복권,6,경북 군위군 군위읍 서부리 124-6번지
1298,로또복권,6,` 부평구 부평동 10-1015번지
1299,로또복권,6,부산 사하구 괴정제4동 1134-9번지 1층복권방
1300,로또복권,6,경기 평택시 팽성읍 송화리 126-3번지 GS25평택송화점
1301,로또복권,6,충남 아산시 배방읍 세교리 965-5 101호
1302,로또복권,6,대구 북구 대현동 403-1번지
1303,로또복권,6,경기 안산시 단원구 선부동 1078-1
1304,로또복권,6,서울 종로구 예지동 296-12번지
1305,로또복권,6,경북 김천시 대신동 462-24
1306,로또복권,6,서울 도봉구 쌍문제3동 98-9
1307,로또복권대치점,6,서울 강남구 개포동 12-4번지 석탑프라자1층
1308,로또복권명당방,6,전남 무안군 삼향읍 남악리 2179번지 백석프라자 104호 GS편의점 내
1309,로또복권방,6,경기 시흥시 대야동 568-2번지 AC빌딩101
1310,로또복권방,6,인천 부평구 산곡동 181-41 1층
1311,로또복권방,6,경기 수원시 장안구 파장동 266-9
1312,로또복권방(고잔점),6,경기 안산시 단원구 호수동 726-1
1313,로또복권방동백점,6,경기 용인시 기흥구 중동 831-1 월드프라자101
1314,로또복권방분평점,6,충북 청주시 서원구 분평동 1258번지
1315,로또복권슈퍼(국제꽃화원),6,경기 의정부시 금오동 386-51번지
1316,로또복권장항점,6,충남 서천군 장항읍 창선2리 633-2번지
1317,로또복권판매,6,경기 안산시 상록구 사동 1570-3판매점 내
1318,로또복권효성점,6,대구 남구 봉덕동 1067-180번지
1319,로또유통,6,경기 안산시 단원구 고잔동 770-6번지 광장타운1층108호
1320,로또입장점,6,충남 천안시 서북구 입장면 하장리 45-22세븐일레븐입장점내
1321,로또주안점,6,인천 남구 숭의동 편의점내
1322,로또카페,6,경남 김해시 454-13 1층 커피전문점
1323,로또통신,6,경남 김해시 내외동 1252-2번지 삼우빌딩104호 복권판매점
1324,로또판매,6,서울 강남구 신사동 550-19 다올 부동산
1325,로또판매소,6,강원 철원군 동송읍 이평리 852-1번지
1326,로또판매점,6,경기 화성시 반송동 103-3디엔씨빌딩104호
1327,로또판매점,6,부산 남구 대연동 1604-5번지 다산슈퍼
