,shop,1st,location
5967,복권천하,1,인천 부평구 부평동 729-52번출구 옆 구제가게
5968,복권천하,1,경기 광명시 광명동 374-10번지
5969,복권천하(세븐일레븐봉무점),1,대구 동구 봉무동 1539-4번지
5970,복권판매,1,경기 성남시 중원구 성남동 2612
5971,복권판매대(로또),1,서울 노원구 중계동 361롯데마트앞 가판
5972,복권판매소,1,서울 서초구 잠원동 38-26번지
5973,복권판매점,1,충북 단양군 단양읍 상진리 791번지CU단양상진점
5974,복권판매점,1,경남 창원시 마산회원구 내서읍 상곡리 193 상가동 109호
5975,복권판매점,1,경기 파주시 296-49
5976,복권판매점,1,경기 성남시 분당구 야탑동 353-4 1층 원타임편의점
5977,복권판매점,1,경남 거제시 아주동 445-2 지하1층
5978,복권프라자,1,서울 동대문구 제기동 67-2081층
5979,복권프라자,1,울산 동구 일산동 956-1
5980,복길로또,1,경기 과천시 문원동 143
5981,복덩어리,1,울산 남구 신정동 852-90번지
5982,복돈이복권,1,경기 성남시 수정구 위례동 544-6
5983,복돼지마트,1,경기 이천시 부발읍 신원리 558-15
5984,복돼지방,1,서울 송파구 석촌동 212 E-MART24
5985,복돼지복권방,1,"강원 춘천시 후평동 795-11 1층, 9호"
5986,복돼지복권방,1,서울 강동구 천호동 421-10 로데오-16호 가판
5987,복드림마트,1,대전 서구 가수원동 1028
5988,복마니복권방,1,서울 은평구 역촌동 27-13번지
5989,복만이복권,1,경기 오산시 은계동 13-15
5990,복조리복권,1,서울 광진구 군자동 362-1
5991,복지유통로또,1,인천 남동구 고잔동 634
5992,복커피,1,부산 사하구 하단제1동 605-31 점포동 2호
5993,봉이네로또,1,경기 성남시 분당구 서현동 269-6 1층 CU분당서현점
5994,봉화로또,1,경북 봉화군 봉화읍 내성리 274-1번지
5995,봉황로또,1,전북 임실군 임실읍 이도리 36
5996,부강로또,1,세종 부강면 부강리 431번지
5997,부경 로또방,1,강원 동해시 북삼동 86-5 나동 1층 105호
5998,부곡복권방,1,경기 군포시 부곡동 1249-5 102호
5999,부귀영화,1,경기 의왕시 고천동 283-4창덕빌딩 1층
6000,부부마트,1,경기 부천시 오정구 내동 373번지 장미빌라상가103
6001,부산식품,1,경남 창원시 성산구 상남동 16번지 상남시장1층E-104호
6002,부성슈퍼,1,경기 부천시 원미구 상동 532-1굿모닝위너스빌 제104호
6003,부안슈퍼,1,인천 중구 항동1가 2-27번지
6004,부안식품,1,서울 중랑구 면목동 133-23번지
6005,부여수입코너,1,충남 부여군 부여읍 구아리 257
6006,부영2차문구,1,전북 김제시 검산동 1032번지
6007,부자복권방,1,부산 사상구 모라제1동 273-11번지
6008,부자복권방,1,전북 전주시 완산구 효자동3가 1472-3
6009,북소리,1,광주 북구 두암동 305-12 기산랜드 맞은편
6010,불티나마트,1,서울 중랑구 묵동 238-122번지
6011,비디오테크편의점,1,전남 여수시 신기동 12-23 세븐일레븐여수신기점내
6012,비앤엠클럽,1,충북 청주시 상당구 금천동 173-1번지
6013,삐삐문구,1,경기 남양주시 진건읍 용정리 794-14번지
6014,사랑복권,1,서울 송파구 문정동 643-1 E동 지하 1층 178호 사랑복권(미니스톱)
6015,사랑복권판매점,1,제주 제주시 도남동 188-31층
6016,사이버정보통신,1,부산 부산진구 양정제2동 406-4번지 백조상가동103-1호
6017,산청스토아,1,경남 진주시 상봉서동 1060-44번지
6018,삼덕복권,1,전남 여수시 봉계동 33-8
6019,삼덕상회,1,부산 금정구 서동 294-9위드미편의점 내
6020,삼양오아시스,1,제주 제주시 삼양이동 2142-61층 CU삼양대로점
6021,삼원슈퍼마켓,1,서울 강북구 인수동 360-21번지
6022,상갈로또명당점,1,경기 용인시 기흥구 상갈동 482-1번지
6023,상남로또방,1,경남 밀양시 상남면 기산리 1475-4번지
6024,상호없음,1,서울 종로구 당주동 40(밀본리커주류판매점)1층
6025,새누리로또복권방,1,충남 천안시 동남구 영성동 133-2 1호
6026,새샘연쇄점,1,경기 부천시 도당동 178-7
6027,새서울슈퍼,1,경기 남양주시 금곡동 159-664호
6028,새암골로또,1,전북 정읍시 시기동 199GS25(정읍미소점) 내
6029,새희망로또,1,경기 군포시 산본동 74-37 1층
6030,샛별로또,1,서울 동대문구 이문제2동 98-7 1층
6031,샵(shop)777,1,경기 광주시 중대동 231-5
6032,서구중리롯데캐슬승차권판매,1,대구 서구 중리동 26-1번지롯데캐슬토큰박스
6033,서귀동변로또대리점,1,제주 서귀포시 대륜동 748 민우아파트상가1층 BBQ
6034,서귀포서점,1,제주 서귀포시 서홍동 315-6
6035,서라벌상사,1,경북 경주시 황오동 85-60번지
6036,서부로또,1,울산 울주군 언양읍 서부리 204-5번지CU언양위브점내
6037,서산로또,1,충남 서산시 석림동 716-5 1층
6038,서산복권방,1,충남 서산시 읍내동 137-8
6039,서울마트,1,서울 관악구 신림동 725-33
6040,서울슈퍼,1,서울 서대문구 남가좌동 338-6
6041,서원탑훼미리마트복권방,1,부산 기장군 기장읍 동부리 152-4번지
6042,서종복권판매점,1,경기 고양시 덕양구 주교동 211-3 1층
6043,서초4호점로또판매,1,서울 서초구 방배4동 867-28번지
6044,석촌로또,1,제주 제주시 조천읍 함덕리 1002-16GS25
6045,선LED,1,서울 구로구 고척동 346
6046,선릉복권방,1,서울 강남구 삼성동 142-46 101호
6047,선마트로또점,1,대구 달서구 월성동 275-2번지 105
6048,선의,1,제주 서귀포시 서귀동 256-38
6049,선일복권방,1,경기 수원시 팔달구 화서동 71-13
6050,선장로또,1,충남 아산시 선장면 대흥리 280-10 미니스톱
6051,설악복권방,1,경기 가평군 설악면 신천리 158 1층
6052,설악슈퍼,1,강원 속초시 금호동 471-65번지 4통1반
6053,성경스튜디오,1,서울 동대문구 청량리동 678번지
6054,성내2호점로또판매,1,서울 강동구 성내동 518번지
6055,성대식품,1,서울 동작구 사당동 1030-20
6056,성모당약국,1,인천 계양구 박촌동 52-8번지
6057,성서제일복권,1,대구 달서구 장기동 150-1번지 1층
6058,성운슈퍼,1,전북 김제시 신풍동 37-3번지
6059,성원당,1,대전 유성구 신성동 142-3
6060,성원로또판매점,1,서울 서초구 서초동 1458-6서초지웰 상가동 세븐일레븐 내
6061,성원상사,1,대전 유성구 전민동 466-3번지 엑스포상가1층117호
6062,성지슈퍼,1,경기 성남시 중원구 금광동 360번지
6063,성호로또,1,전남 광양시 광양읍 덕례리 1758-2 1층
6064,세기센추리경인지부,1,인천 부평구 부평4동 12-187
6065,세븐,1,충북 옥천군 옥천읍 하계리 75-3 세븐일레븐편의점
6066,세븐-일레븐(울산호계점),1,울산 북구 호계동 683-1번지 세븐일레븐편의점
6067,세븐럭,1,충남 예산군 예산읍 주교리 293-11번지
6068,세븐로또,1,경기 성남시 분당구 691B104호 세븐일레븐 판교디테라스점
6069,세븐로또복권방,1,대전 유성구 구암동 586-4
6070,세븐복권,1,서울 금천구 가산동 691-3 1층 108호
6071,세븐일레븐 서대전점,1,대전 중구 선화동 85-1 세븐일레븐
6072,세븐일레븐 안산엔즈타워점,1,경기 안산시 단원구 초지동 743 세븐일레븐 안산엔즈타워점
6073,세븐일레븐 안양문예점,1,경기 안양시 만안구 안양동 553-6
6074,세븐일레븐 양주고암점,1,경기 양주시 고암동 126-7
6075,세븐일레븐 오산양산점 로또판매점,1,경기 오산시 양산동 669-4 세븐일레븐
6076,세븐일레븐 월배점,1,대구 달서구 상인동 321-3번지썬빌리지편의점 내
6077,세븐일레븐 태화점 복권명당,1,경북 안동시 태화동 175-31층 세븐일레븐 내
6078,세븐일레븐 홍성대로점,1,충남 홍성군 금마면 신곡리 365-3 1층 세븐일레븐 편의점내
6079,세븐일레븐 홍성신동아점,1,충남 홍성군 홍성읍 고암리 602-1 1층 세븐일레븐 편의점내
6080,세븐일레븐(울산우정SK점)로또,1,울산 중구 우정동 381-10
6081,세븐일레븐강서화곡예스점,1,서울 강서구 화곡동 29-52
6082,세븐일레븐삼산미래타운점로또,1,인천 부평구 삼산동 391-3번지세븐일레븐 삼산 미래타운점
6083,세일마트,1,경기 수원시 장안구 연무동 193-67
6084,세정에스타 로또점,1,경남 양산시 물금읍 범어리 2711-10 1층 세븐일레븐편의점
6085,세종청사로또,1,세종 어진동 547 중앙타운 114호
6086,세중로또,1,경북 영주시 가흥동 1735 CU편의점
6087,셀피아,1,울산 북구 효문동 994-17 복권판매점
6088,소망점,1,경기 용인시 처인구 양지면 양지리 576-2 1층
6089,소문난편의점,1,울산 남구 신정1동 1235-5 나래편의점
6090,소비자할인마트,1,서울 관악구 신림동 1659-4번지
6091,소현로또방,1,전북 전주시 덕진구 우아동3가 747-85
6092,솔드아웃캐슬타워스타즈점,1,경기 수원시 팔달구 매산로2가 39-7제2호
6093,송림로또,1,인천 동구 송림동 50-14번지
6094,송악로또,1,제주 서귀포시 대정읍 하모리 1417-4 팔도상회
6095,송정마트,1,울산 동구 방어동 913-20번지
6096,송파트루빌,1,서울 송파구 오금동 45-4번지동인트루빌오피스텔101호
6097,수성로또,1,경기 수원시 장안구 영화동 409-1
6098,수원명당복권방,1,경기 수원시 영통구 원천동 250-3
6099,수원파장점로또판매,1,경기 수원시 장안구 파장동 627-6
6100,수유2호점로또판매,1,서울 강북구 수유동 338-6번지세븐일레븐수유2호점 내 위치함.
6101,수채화,1,충남 홍성군 홍성읍 오관리 118-1
6102,수호텔레콤,1,경기 고양시 덕양구 고양동 227번지
6103,순영로또,1,서울 서초구 양재동 217은관 지하1층 101호 세븐일레븐 오토갤러리점 내
6104,순천복권랜드,1,전남 순천시 왕조1동 955-1 세븐일레븐조례신월점
6105,슈퍼스타,1,전북 정읍시 초산동 418-5 샘골 핸드폰 매장
6106,슈퍼오창로또명당,1,충북 청주시 청원구 오창읍 양청리 749-5
6107,스마트로또,1,경기 시흥시 은행동 289-76 제에이동 비동호
6108,스위트초이스(엄궁점),1,부산 사상구 엄궁동 464-1번지
6109,스카라극장초동가판점,1,서울 중구 초동 40-1
6110,스타공인중개사사무소,1,서울 종로구 신영동 240번지
6111,스타복권,1,경기 평택시 청북읍 후사리 278-26
6112,스타복권방,1,충남 논산시 연무읍 마산리 531-22
6113,스타복권편의점,1,경기 남양주시 별내동 841-4 1층
6114,스피드열쇠,1,서울 노원구 공릉동 708번지시영아파트2단지상가1층110호
6115,승아유통,1,경기 군포시 재궁동 744-31층
6116,승원 롯또 판매,1,경남 창원시 진해구 수송동 4-5 이마트24편의점
6117,승차권판매소,1,대구 중구 동인동4가 166 지선도로
6118,승차권판매소,1,대전 서구 둔산2동 1034번지
6119,승차권판매소,1,대구 중구 수창동 136번지 앞도로
6120,승차권판매소(서구청2호점),1,대구 서구 중리동 1030-51토근박스
6121,승차권판매소(팔달시장건너),1,대구 서구 비산5동 1208-1번지
6122,승차권판매소(화원교도소앞),1,대구 달성군 화원읍 천내리 465-2
6123,시내버스가판점,1,경기 안양시 만안구 안양동 836-18
6124,시내버스토큰판매소,1,경북 경산시 조영동 314번지토큰박스
6125,시립대행운복권방,1,서울 동대문구 전농동 124-2번지우성빌딩1층101호
6126,신나라,1,서울 영등포구 문래동3가 77-44번지
6127,신명마트 충무로또점,1,전남 여수시 충무동 449전남 여수시 충무로 62-2 신명마트1층
6128,신문가판,1,서울 구로구 구로5동 586-5
6129,신문가판점,1,서울 은평구 대조동 186-2번지
6130,신방복권,1,충남 천안시 동남구 신방동 785-83 101호
6131,신봤다대박복권방,1,경기 안산시 상록구 본오동 882-21층우측상가
6132,신불당로또,1,충남 천안시 서북구 불당동 1613 501동 지1층 비128호
6133,신세계로또,1,경기 양평군 양평읍 공흥리 595-4 1층
6134,신안OB(로또복권),1,경기 안양시 만안구 박달동 156-2 1층미니스톱
6135,신영슈퍼,1,서울 강남구 수서동 708번지 삼익아파트상가101호
6136,신월종합식품,1,서울 양천구 신월동 59-2번지
6137,신천대로점,1,서울 송파구 잠실동 175-12번지 CU편의점내
6138,신포시장매표소,1,인천 중구 신포동 15-3번지
6139,심봤다복권방,1,울산 중구 반구1동 354-3번지
6140,쌍동복권방,1,경기 광주시 초월읍 쌍동리 253-59
6141,쌍둥이슈퍼,1,서울 중랑구 묵동 235-19번지1층일부
6142,쌍문슈퍼,1,서울 도봉구 쌍문2동 75-61번지드림21팰리스지층
6143,썬,1,전북 전주시 덕진구 우아동3가 747-9번지
6144,씨네하우스근화점,1,강원 춘천시 효자동 647
6145,씨마트로또복권방,1,경남 사천시 서금동 141-1
6146,씨스페이스 공주신관점,1,충남 공주시 신관동 593-1번지
6147,씨스페이스 구포점,1,부산 북구 구포동 1261-32
6148,씨스페이스 신대방역점,1,서울 관악구 신림동 518-3
6149,씨스페이스(경북의대점),1,대구 중구 삼덕동2가 101-1번지
6150,씨스페이스(군자역점),1,서울 광진구 중곡동 640-3
6151,씨스페이스(기찰점),1,부산 금정구 부곡동 227-1번지
6152,씨스페이스(두산희망점),1,대구 수성구 두산동 133-1번지
6153,씨스페이스(서구대신점),1,부산 서구 동대신동3가 125-4 씨스페이스 서구대신점
6154,씨스페이스(서부터미널),1,대전 중구 산성동 759-33 서부터미널 씨스페이스
6155,씨스페이스(수성3가점),1,대구 수성구 수성동3가 332번지
6156,씨스페이스(수성범어점),1,대구 수성구 범어동 207-7편의점_씨스페이스
6157,씨스페이스(영도동삼점),1,부산 영도구 동삼제1동 510-331층 101호
6158,씨스페이스(오비즈점),1,경기 안양시 동안구 관양동 1802 1층 138호
6159,씨스페이스(중계희망점),1,서울 노원구 중계동 359-9마들프라자104
6160,씨스페이스(흑석중대점),1,서울 동작구 흑석동 52-1번지
6161,씨엔유 삼산한길,1,인천 부평구 삼산1동 121-48번지CU삼산한길점
6162,씨유 개화산역점,1,서울 강서구 가양제1동 759-1
6163,씨유 김포풍무역점,1,경기 김포시 풍무동 271-1 1층
6164,씨유 대전태평점,1,대전 중구 태평동 410-9번지
6165,씨유 동대신역점,1,부산 서구 서대신동1가 52-16
6166,씨유 불로원룸점,1,인천 서구 불로대곡동 774-7
6167,씨유 쌍촌역점,1,광주 서구 화정1동 842-27 CU편의점내
6168,씨유 영주 가흥대로점,1,경북 영주시 가흥동 1821 CU가흥대로점
6169,씨유(CU)삼문점로또,1,경남 밀양시 삼문동 724-1CU편의점
6170,씨유대구봉명점,1,대구 남구 봉덕동 474-17번지
6171,씨유로또 문경 흥덕점,1,경북 문경시 흥덕동 198-1번지 CU편의점 내
6172,씨유마트,1,경남 통영시 용남면 장평리 337 cu편의점 내
6173,씨유서석그랜드점,1,광주 동구 서남동 24-9CU서석그랜드점
6174,씨유선산이문점,1,경북 구미시 선산읍 이문리 107-4CU선산이문점
6175,씨유천안성정세종점,1,충남 천안시 서북구 성정동 628-1
6176,씽크로또,1,광주 서구 치평동 1141-12 세븐일레븐편의점
6177,아로마복권방,1,경기 파주시 문산읍 문산리 44-15 1호
6178,아비스,1,서울 강서구 공항동 748
6179,아산직매장,1,충남 아산시 풍기동 230-2번지
6180,아성,1,경기 고양시 일산서구 송포동 751-3 111호
6181,아스타,1,광주 서구 상무1동 964-21번지
6182,아이리스,1,경기 고양시 일산동구 백석동 1232일산병원지하1층
6183,아이비즈마트,1,서울 용산구 서계동 264-3번지
6184,아이센스복권방,1,서울 중랑구 중화동 320-140번지
6185,아이지에이(산본시장점),1,경기 군포시 산본동 91-6 1층
6186,아찌라,1,충남 공주시 산성동 170-17번지
6187,아파트슈퍼,1,서울 광진구 자양제1동 658-14번지자양아파트상가2-101
6188,안계 나눔로또,1,경북 의성군 안계면 용기리 842-56
6189,안산시외버스터미널매점,1,경기 안산시 상록구 성포동 590번지1층
6190,안성휴게소 복권판매점,1,경기 안성시 원곡면 반제리 642-6 안성휴게소 하행 내
6191,알뜰마트,1,광주 남구 월산4동 990-21
6192,알라딘복권방,1,경기 의정부시 의정부동 237-3237-3
6193,알리바이 첨단2지구점,1,광주 북구 신용동 693 제이타워 101호
6194,알리바이금당점,1,전남 순천시 연향동 1505-5
6195,알리바이하당점,1,전남 목포시 상동 1층 알리바이 내
6196,알파,1,대전 중구 유천1동 278-10알파마트
6197,알파로또판매점,1,광주 북구 양산동 660-14 알파문구점 내
6198,알파문구,1,서울 강남구 대치동 950-1 송석빌딩1층
6199,알파문구반포점,1,서울 서초구 반포동 95-5
6200,암사일등복권방,1,"서울 강동구 고덕동 688고덕래미안 힐스테이트 상가 1층 127,130호 CU"
6201,애터미와 꿈이 있는 로또점,1,서울 은평구 녹번동 117-116
6202,애플마트,1,경기 평택시 포승읍 원정리 391-11 1층 애플마트내
6203,야시장,1,경기 광주시 경안동 128-11 1층 상가
6204,약이본가,1,경기 부천시 춘의동 202번지테크노2차201동113호
6205,양근로또,1,경기 양평군 양평읍 양근리 269-18 1층
6206,양대로또판매점,1,충남 서산시 동문2동 259-7113호
6207,양덕황금복돼지,1,경북 포항시 북구 장량동 1597 1층 우측
6208,양동복권방,1,광주 서구 양동 45-2(1층)
6209,양평슈퍼,1,서울 도봉구 쌍문동 630번지
6210,억복권방,1,경북 경주시 선도동 2987-5 1층 cu편의점내
6211,엄지,1,서울 중랑구 면목3.8동 468-1
6212,엄지척닷컴개인미니편의점,1,부산 사상구 학장동 612-1
6213,엄지크린,1,서울 노원구 상계3.4동 1285아파트 상가 101동 101호
6214,에덴마트,1,전북 완주군 삼례읍 삼례리 1264-1
6215,에스로또,1,부산 사하구 장림동 1080번지1층GS25편의점
6216,에스마트평택점,1,경기 평택시 평택동 71-2 코사마트 편의점
6217,에이스상사,1,부산 연제구 연산제4동 752-33
6218,엔젤로또,1,강원 춘천시 우두동 1607-1
6219,엘지25시,1,경기 용인시 기흥구 신갈동 32-21층 gs25
6220,엘지그린슈퍼(로또),1,경기 시흥시 정왕동 1499-6번지104호
6221,엠파이어슈퍼,1,경기 부천시 소사구 송내동 571-13번지
6222,여기있었네복권방,1,전북 전주시 완산구 고사동 222-1번지
6223,여월마트,1,경기 부천시 여월동 48-17
6224,역전로또,1,경북 경산시 서부1동 20-8
6225,역전로또방,1,강원 영월군 영월읍 덕포리 501-4번지1호
6226,역전슈퍼,1,경기 의정부시 의정부동 407-7번지
6227,연동복권,1,부산 연제구 거제제2동 439-5
6228,연봉로또,1,강원 홍천군 홍천읍 연봉리 452-5 1층
6229,연산로또,1,부산 연제구 연산동 590-29번지미니스톱연산점 내
6230,연산복권방,1,부산 연제구 연산동 1126-121층 CU편의점
6231,연우로또,1,인천 계양구 계산동 973 1층
6232,열린문구,1,서울 중랑구 신내동 492-24
6233,열린복권방,1,경기 수원시 팔달구 우만동 505번지1층
6234,열린서점,1,전남 목포시 상동 823-6번지 열린서점
6235,영건,1,경남 양산시 물금읍 가촌리 1280-4 A동113호 복권판매점
6236,영남건재상사,1,부산 연제구 연산제9동 401-25
6237,영웅기획,1,광주 남구 월산동 120-21번지
6238,영은,1,전북 남원시 죽항동 278
6239,영일상사,1,경북 포항시 남구 상도동 18-103
6240,영일식품,1,서울 영등포구 당산동3가 228-1
6241,영재서적해강점,1,부산 해운대구 우제2동 1008-5번지 올림픽타운상가101호
6242,영진로또판매점,1,서울 성동구 성수동1가 656-396번지1층
6243,영진복권방,1,서울 용산구 용산동2가 17-16
6244,영천복권(완산시장),1,경북 영천시 완산동 1000-85 1층 김경자헤어 내
6245,영판매,1,충북 청주시 흥덕구 가경동 1416번지 고속터미널
6246,영화마을복권,1,충북 제천시 청전동 638
6247,영화사랑,1,인천 부평구 청천동 15-9
6248,예미로또,1,강원 정선군 신동읍 예미리 190-3
6249,옐림공방,1,전북 전주시 완산구 효자동3가 1671-2
6250,오거리마트,1,서울 은평구 응암동 323-5번지
6251,오금로또,1,서울 송파구 오금동 3-1번지2호세븐일레븐내
6252,오렌지복권,1,인천 남구 주안동 1459 108호
6253,오성할인마트,1,서울 도봉구 쌍문동 88-127번지
6254,오에스티(O.S.T),1,경기 구리시 수택동 383-10번지
6255,오예로또,1,경기 안성시 일죽면 송천리 20-12번지
6256,오일마트복권,1,경기 안산시 상록구 사동 1201-4
6257,온누리로또,1,경기 수원시 권선구 세류동 1075-2 1층 102호
6258,올더웨이5호점,1,광주 북구 중흥동 278-25번지
6259,올라운드투어,1,부산 서구 동대신제1동 99-2번지 로또슈퍼센타
6260,와부로또복권방,1,경기 남양주시 와부읍 덕소리 473-8 와부약국내
6261,와이비상사,1,서울 송파구 풍납동 222-12번지
6262,와이앤와이,1,대전 유성구 탑립동 874101호
6263,와이케이복권방,1,경기 용인시 수지구 1117-8 디동 107호
6264,와이케이파트너스,1,서울 동작구 사당동 265-29번지 1층
6265,왕대박 나눔로또645,1,경북 경주시 서부동 253-13번지 1층 중앙점포
6266,왕대박(도량점),1,경북 구미시 도량동 561-14 1층
6267,왕대박로또,1,경기 여주시 상동 201-11 1층
6268,왕대박로또,1,충남 아산시 도고면 향산리 276-13 에이동 1층
6269,왕대박로또복권방,1,경북 김천시 성내동 38-1
6270,왕대박로또복권방,1,강원 강릉시 성덕동 708-1번지모닝프라자1층106호
6271,왕대박마트,1,부산 수영구 망미동 431-27
6272,왕대박복권방,1,경기 남양주시 화도읍 마석우리 379-1번지 103호
6273,왕대박복권방,1,대구 수성구 범어동 134-15
6274,왕대박복권방,1,서울 광진구 구의동 242-59번지1층
6275,왕자사진관,1,"서울 중랑구 망우동 128-4번지 일흥빌딩1층1,2호"
6276,욜로복권방,1,부산 북구 화명동 2324 상가 903동 104-2호
6277,용산역사정보통신,1,서울 용산구 한강로3가 40-999SPACE9전자전문점3층306
6278,용정슈퍼,1,경기 안양시 만안구 안양동 674-151번지
6279,용천,1,경기 고양시 덕양구 주교동 613
6280,우리SM,1,서울 종로구 종로2가 24 금강제화앞 가판
6281,우리동네MART,1,부산 사하구 하단제2동 506-15번지
6282,우리들행운점,1,울산 남구 신정동 1334-2 우리들행운점내
6283,우리로또,1,제주 서귀포시 동홍동 1585
6284,우리은행 앞 가판점,1,서울 서대문구 북아현동 135-4번지
6285,우성슈퍼,1,서울 강동구 암사동 421-6번지
6286,우정식품,1,부산 동래구 온천제1동 185-93번지
6287,우주로또,1,서울 노원구 상계3.4동 65-361층
6288,우주로또판매,1,경남 창원시 마산합포구 합포동 323-3번지가야빌딩1층
6289,운수대통,1,강원 춘천시 후평동 864 상가동 1층
6290,운수대통가판점,1,서울 성동구 하왕십리동 966-14
6291,운수대통복권판매점,1,경남 거제시 능포동 727-2 102동 109호
6292,운좋은날,1,경기 광주시 역동 27-6
6293,울산문현점 로또점,1,울산 동구 방어동 1128-1GS25편의점
6294,웃자로또,1,경기 부천시 원미구 역곡동 382 역곡역사 내 로또판매점
6295,웅상로또,1,경남 양산시 소주동 51-1번지 GS편의점 옆
6296,원당역복권방,1,경기 고양시 덕양구 성사동 410-7
6297,원마트,1,서울 중랑구 중화동 312-43번지
6298,원명유통,1,서울 구로구 개봉동 67-28번지1층 101호
6299,원진,1,경기 고양시 덕양구 행신동 735
6300,월드마켓,1,서울 은평구 불광동 281-171
6301,월미도매표소,1,인천 중구 북성동1가 98-559
6302,위드미 성공로또,1,경기 수원시 영통구 광교1동 1248 리치프라자 101호
6303,위드미 수원효원점,1,경기 수원시 권선구 권선동 940-2
6304,위드미 아산 선장 로또판매점,1,충남 아산시 선장면 선창리 354-1위드미 편의점내
6305,위드미 외대이문점,1,서울 동대문구 이문동 120-36번지
6306,위드미로또,1,경기 광명시 하안4동 33-1
6307,위드미로또경화점,1,경남 창원시 진해구 경화동 1301-17 이마트24편의점
6308,위드미아산용화센터점,1,충남 아산시 용화동 1466번지 101호
6309,윈윈,1,서울 송파구 방이2동 70-2
6310,유성로또복권상회,1,강원 원주시 중앙동 66-1 1층
6311,유진상사,1,인천 중구 신흥동3가 53-3번지
6312,유진식품,1,서울 영등포구 신길동 436-26번지
6313,윤성상회,1,전남 나주시 성북동 86-19 나주터미널 뒷편
6314,윤성통신,1,전북 전주시 덕진구 송천동1가 292-7주상복합상가1-2블럭 2-116
6315,윤희상회,1,서울 마포구 공덕동 111-201
6316,으뜸WON복권,1,경기 수원시 권선구 고색동 950 117호
6317,으뜸과버금신흥점,1,경기 성남시 수정구 신흥동 6526번지
6318,은경슈퍼,1,부산 사하구 다대동 933-21번지1층휴대폰샵
6319,은경식품,1,서울 동작구 상도동 477-2
6320,은마로또,1,서울 강남구 대치동 990 건물 1층 105-1호
6321,은선로또,1,경기 가평군 북면 이곡리 67-19
6322,은성동대구역,1,대구 동구 신암동 294동대구역내 트레인샵
6323,은하복권방,1,경기 부천시 원미구 중동 1033우신빌딩101호GS25중동은하점
6324,읍내동로또복권방,1,충남 서산시 읍내동 146-5번지
6325,이가복권방,1,서울 동대문구 전농동 644-90
6326,이대역4번출구앞가판점,1,서울 서대문구 대현동 45-21
6327,이룸로또복권방,1,전남 목포시 상동 817 1층
6328,이마트24 민락스타점,1,경기 의정부시 민락동 808-2 트윈1타워 113호
6329,이마트24 아산음봉스타점,1,충남 아산시 인주면 밀두리 130-68 1층
6330,이마트24당진합덕점,1,충남 당진시 합덕읍 운산리 263-116번지
6331,이마트24보령골드점,1,충남 보령시 대천동 289 주2동 1~2호
6332,이마트24용인스위트홈점,1,경기 용인시 처인구 김량장동 329-2 103호 편의점
6333,이마트편의점(달서송현),1,대구 달서구 송현동 1949-36
6334,이수복권방,1,서울 동작구 사당동 145-11
6335,이천부자복권,1,경기 이천시 창전동 445-17
6336,이충복권방,1,경기 평택시 이충동 487-40 1층103호
6337,이화로또복권,1,강원 속초시 청호동 1490-258 강원도 속초시 동해대로 3932-1
6338,인생로또365,1,인천 남동구 구월3동 1354-2
6339,인생역전복권방,1,서울 중랑구 묵동 308-1번지 1층
6340,인천문학점로또판매,1,인천 남구 문학동 편의점내
6341,인컴24시,1,경기 고양시 덕양구 행주내동 439-9번지 1동 1층
6342,일공공일(CU편의점),1,경기 안산시 단원구 고잔동 672-1번지 중앙시장 102호
6343,일공공일복권방,1,인천 서구 석남동 479-11번지
6344,일공공일안경원,1,경북 경주시 노동동 172-10번지
6345,일공일사(1014),1,서울 성북구 성북동1가 116
6346,일구복권,1,서울 동대문구 제기동 1133-1
6347,일등나라,1,서울 중랑구 중화제1동 283-11
6348,일등대박복권,1,경기 화성시 반월동 342 cu화성반월점
6349,일등대박복권방,1,충북 진천군 진천읍 읍내리 471-56 애견미용삽 1층
6350,일등로또,1,경기 안산시 단원구 대부북동 1845 107호
6351,일등로또,1,충남 홍성군 고암리 977
6352,일등로또,1,충남 천안시 서북구 입장면 상장리 15-7번지
6353,일등로또복권점,1,전남 여수시 신월동 67번지 DC마트 신월점내
6354,일등복권방,1,서울 양천구 신정동 992-1번지 보성빌딩105호
6355,일등복권판매점,1,충남 논산시 내동 480-8
6356,일등유통,1,강원 속초시 영랑동 134-4번지
6357,일산탑복권,1,경기 고양시 일산서구 일산동 1088-1 107호
6358,일성,1,서울 도봉구 창동 578-38번지
6359,일점오로또,1,서울 용산구 한강로1가 231-25 가동 2호
6360,임어당복권점,1,전북 전주시 덕진구 금암동 1589-2
6361,입장명당복권방,1,충남 천안시 서북구 입장면 하장리 350
6362,잉크랑복권이랑,1,경기 군포시 금정동 856-4 1층
6363,잉크와복권,1,서울 강서구 화곡동 354-88번지
6364,잉크와복권,1,경기 광명시 철산동 157-2번지
6365,잉크와복권,1,경남 창원시 의창구 동읍 용잠리 401-10번지
6366,자유마켓,1,광주 서구 광천동 650-312번지 GS25편의점 내
6367,장고분로또(토토편의방),1,광주 광산구 월계동 767-3번지 1층
6368,장관로또복권방,1,충북 청주시 청원구 우암동 0123-80번지0
6369,장수식품,1,서울 노원구 상계동 751-1번지 상계주공4단지 라상가 106호
6370,장안홈타운,1,서울 동대문구 장안동 355-1
6371,장흥로또방,1,경북 포항시 남구 장흥동 569-18번지
6372,재민복권방,1,서울 마포구 서교동 441-17번지마벨빌딩1층훼미리마트내
