,shop,1st,location
1412,다사복권편의점,1,대구 달성군 다사읍 죽곡리 809-2번지 102호
1413,다산종합관리,1,대구 동구 용계동 420-6번지
1414,다연마트,1,서울 중랑구 면목동 150-4번지
1415,다우복권방,1,경기 동두천시 생연동 689-45번지
1416,다원마트,1,경북 김천시 지좌동 440-159번지
1417,다음마트,1,강원 춘천시 소양로2가 175-8
1418,다인로또,1,부산 기장군 정관읍 예림리 846-3
1419,다터져복권방,1,서울 금천구 시흥제1동 906-10
1420,다터져복권방,1,경기 평택시 신평동 734-7
1421,단대대박복권방,1,경기 성남시 중원구 금광동 11번지
1422,달동복권점,1,울산 남구 달동 592-1번지 상가 101호
1423,달랑슈퍼,1,서울 강남구 대치동 955-1
1424,담배소매점,1,서울 용산구 용문동 32-111(6/4)
1425,당신대박,1,부산 북구 화명제3동 2287-1번지 리버사이드빌딩103-1호
1426,당진로또토토판매점,1,충남 당진시 읍내동 227-12
1427,당진보건소점,1,충남 당진시 채운동 215-9
1428,당첨로또,1,인천 서구 연희동 333-7
1429,대광광고사,1,대전 유성구 구즉동 195-17번지
1430,대구연쇄점,1,부산 부산진구 부전제1동 55-2번지
1431,대도레코드사,1,경남 진주시 신안동 448-4번지
1432,대동복권방,1,경남 김해시 802-2 이마트24편의점 내
1433,대동슈퍼,1,인천 남동구 만수동 5-200번지
1434,대림서점,1,대구 남구 봉덕동 1010-4 대림서점
1435,대림이앤씨,1,대전 서구 괴정동 6-5번지cu편의점내
1436,대만상사,1,서울 성북구 정릉동 394-3
1437,대명편의점,1,대구 서구 평리동 1481-1번지
1438,대박,1,경기 여주시 가남읍 삼군리 215-3
1439,대박 오렌지24시 편의점,1,경기 고양시 덕양구 성사동 700-7 1층
1440,대박DREAM,1,경기 광명시 광명동 139-15
1441,대박가판장,1,서울 강동구 명일동 312-92번지
1442,대박나라,1,대전 유성구 장대동 191-23
1443,대박나라,1,서울 마포구 망원제1동 486-1
1444,대박나라,1,광주 광산구 하남동 976-9 1층
1445,대박나라베팅숍,1,경기 부천시 소사구 송내동 450-8번지
1446,대박나라복권방,1,충남 아산시 신창면 읍내리 292-2
1447,대박나라복권방,1,인천 서구 가좌동 144-34번지
1448,대박로또,1,대구 북구 고성동2가 112-3번지 고성아파트상가101동18호
1449,대박로또,1,경기 안산시 상록구 사동 11521층
1450,대박로또,1,경기 안산시 단원구 원곡동 798-11 102호
1451,대박로또,1,충남 천안시 서북구 성환읍 매주리 324-5
1452,대박로또,1,서울 관악구 성현동 41-200 103호
1453,대박로또,1,경기 김포시 장기동 1900-12 1동 101호
1454,대박로또,1,경기 의정부시 신곡동 669
1455,대박로또,1,대구 남구 632-16 대구 남구 봉덕동 632-16 이마트24
1456,대박로또,1,서울 관악구 신림동 763-20
1457,대박로또,1,서울 영등포구 영등포동2가 331번지
1458,대박로또,1,충남 공주시 유구읍 석남리 288-12번지 1층
1459,대박로또방,1,경기 광명시 광명동 158-789번지1층편의점
1460,대박로또방,1,대전 서구 탄방동 764번지세븐일레븐 편의점
1461,대박로또방,1,전북 장수군 장수읍 장수리 512-4
1462,대박로또복권,1,경기 김포시 통진읍 옹정리 37-1번지
1463,대박로또복권,1,강원 원주시 관설동 1771-6번지CU관설에버빌점
1464,대박로또점,1,경기 구리시 갈매동 604-21층 세븐일레븐
1465,대박로또판매점,1,경기 안산시 단원구 선부동 1067-8 102호
1466,대박마트,1,인천 남동구 논현동 647-2번지 세중프라자1층101-2호
1467,대박복권,1,충남 논산시 취암동 595-4
1468,대박복권,1,전남 나주시 삼영동 48번지 대박복권
1469,대박복권,1,경기 의왕시 내손동 683-10번지
1470,대박복권,1,대구 달서구 이곡1동 1000-83번지세븐일레븐편의점 내
1471,대박복권방,1,경남 김해시 활천동 592-3번지 복권판매점
1472,대박복권방,1,울산 울주군 범서읍 구영리 385-3번지 위드미내
1473,대박복권방,1,서울 성북구 석관동 250-10번지
1474,대박복권방,1,서울 성북구 동소문동5가 56-3
1475,대박복권방,1,경기 안산시 단원구 신길동 1397번지 101호
1476,대박복권방,1,경기 성남시 중원구 상대원동 2992-30번지
1477,대박복권방,1,서울 강남구 역삼동 761-2번지
1478,대박복권방,1,경기 안양시 동안구 평촌동 126-1 두산벤처다임 앞 가판대
1479,대박복권방,1,부산 해운대구 반여동 1291-816번지 7통6반
1480,대박복권방,1,전북 전주시 덕진구 인후동1가 846-5
1481,대박복권방,1,경기 파주시 문산읍 문산리 13-7번지
1482,대박복권방,1,서울 관악구 신림동 538-1싱싱마트
1483,대박복권방,1,울산 동구 전하2동 626-6번지
1484,대박복권전문점,1,광주 서구 금호1동 766
1485,대박복권판매점,1,충북 충주시 문화동 730번지
1486,대박상사,1,경남 창원시 진해구 장천동 119-12 주상가동 103호 GS편의점
1487,대박수호통신,1,경북 포항시 남구 오천읍 문덕리 231-1 1층 폰공장 내
1488,대박슈퍼,1,세종 조치원읍 침산리 269-8번지 1층 101호
1489,대박슈퍼,1,인천 부평구 부평동 179-14번지
1490,대박슈퍼,1,경기 부천시 원미동 115-2 마동 1층 103호
1491,대박예감,1,경기 화성시 반월동 30
1492,대박이네,1,울산 중구 반구동 106-6
1493,대박종합복권가로판매점,1,서울 서대문구 창천동 72-7번지
1494,대박집,1,경기 광주시 퇴촌면 광동리 236-21층
1495,대박찬스,1,서울 강북구 미아동 224-58번지
1496,대박찬스,1,전북 군산시 산북동 3535-9번지
1497,대박찬스,1,경기 광주시 경안동 108-46번지 나산상가1층4호
1498,대박찬스,1,서울 중랑구 면목동 103-7번지
1499,대박찬스로또복권방,1,경북 의성군 의성읍 후죽리 841-9번지
1500,대박찬스복권전문점,1,경기 포천시 소흘읍 송우리 452-9번지
1501,대박천국,1,경기 부천시 부천동 43 108호
1502,대박천하,1,경기 의정부시 녹양동 146-11번지
1503,대박천하,1,인천 연수구 연수1동 556-10 103호
1504,대박천하복권방,1,서울 은평구 대조동 224-3번지 1층 1호
1505,대방상회,1,경남 창원시 성산구 사파동 344-9
1506,대복로또,1,경남 양산시 서창동 171 상가동101호 복권판매점
1507,대부복권방,1,인천 중구 운서동 2803-1 1동 128-1호
1508,대성미니슈퍼,1,경기 이천시 장호원읍 장호원리 112-3
1509,대성복권방,1,서울 금천구 독산동 959-231층 현대마트
1510,대성사,1,서울 성동구 성수동1가 13-398
1511,대성식품,1,경기 수원시 팔달구 매교동 92-2
1512,대용상회,1,부산 금정구 청룡노포동 16-6하프타임 노포점
1513,대우로또복권방,1,인천 부평구 청천동 180-4대우프라자113
1514,대우할인매장,1,경남 창원시 성산구 남산동 601-25번지 대운상가1층109
1515,대운,1,경기 김포시 대곶면 율생리 15-5
1516,대원로또판매점,1,경북 고령군 대가야읍 지산리 3-1번지
1517,대일복권방,1,서울 양천구 신정동 203-6번지
1518,대전둔산대덕점,1,대전 서구 둔산동 1336번지세븐일레븐편의점
1519,대전우표사,1,대전 동구 중동 88-3번지
1520,대전하이퍼,1,대전 중구 산성동 280-11
1521,대진,1,대구 동구 율하동 1230번지 훼미리마트
1522,대풍로또판매점,1,경남 김해시 579-11
1523,대학사로또복권,1,경남 창원시 성산구 상남동 10-5번지피아노빌딩101호 CU편의점 내
1524,대화로또판매점,1,대전 대덕구 오정동 10-2번지
1525,대흥슈퍼,1,전북 익산시 창인동1가 203-3번지
1526,더드림로또,1,인천 미추홀구 관교동 15 1층 상점2호
1527,덕성식품,1,서울 동작구 신대방동 348-3번지
1528,덕신슈퍼,1,경기 수원시 권선구 세류동 524-5
1529,데스콤㈜영등포영업소,1,서울 영등포구 영등포동5가 25-1
1530,도깨비로또,1,경기 평택시 동삭동 680-2홈플러스365
1531,도깨비복권방,1,인천 계양구 작전2동 863-19
1532,도로가판집,1,서울 용산구 한강로3가 40-592번지
1533,도안스마트로또,1,대전 유성구 온천1동 575-13
1534,돈다발복권방,1,서울 종로구 숭인동 288-1번지
1535,돈돈복권방,1,대전 서구 괴정동 1-1
1536,돈벼락마트,1,대전 중구 문창동 61-11 1층 슈퍼
1537,돈벼락맞는곳,1,부산 해운대구 좌제2동 1475-1번지 두산위브센티움상가102호
1538,돈벼락맞는곳,1,부산 기장군 기장읍 동부리 274-17번지
1539,돈벼락맞는곳,1,부산 사상구 감전동 502-1번지 마트월드 A-160호
1540,돈벼락복권,1,강원 태백시 황지동 621-28번지 1통4반
1541,돈벼락복권방,1,충남 논산시 내동 896번지 1층 상가
1542,돌하르방복권,1,제주 서귀포시 서귀동 313-4
1543,동광슈퍼,1,광주 서구 양동 5-249번지
1544,동덕로또방,1,충남 아산시 온천동 92-1
1545,동래복권방,1,부산 동래구 명륜동 638-19 중고악기1층
1546,동명로또,1,부산 사상구 감전동 380-1
1547,동문그린복권방,1,경기 파주시 조리읍 대원리 221-8 동문상가 CU
1548,동부대박복권방,1,경북 문경시 흥덕동 789-9번지 동부코사마트
1549,동부매점,1,강원 강릉시 홍제동 992-2번지고속버스터미널내
1550,동부슈퍼로또,1,충남 보령시 대천동 372-1번지 동부아파트상가107호
1551,동산병원앞토큰판매소,1,대구 중구 동산동 194동산병원앞토큰판매
1552,동서복권,1,서울 송파구 문정동 53-9번지
1553,동성당,1,서울 종로구 종로5가 410번지
1554,동성복권방,1,울산 동구 서부동 315-2번지
1555,동수슈퍼문구복권,1,인천 부평구 부평동 624-19번지
1556,동수원매표소,1,경기 수원시 팔달구 인계동 953주택은행옆
1557,동아슈퍼,1,서울 노원구 상계동 673번지 9단지유치원104호
1558,동양마트,1,"서울 노원구 상계동 1305번지 상계동동양메이져아파트제상가동108호,109호"
1559,동원드림마트,1,부산 동구 좌천동 808 동원드림타운상가104동101호
1560,동원마트,1,서울 강동구 성내동 412-6번지
1561,동인마트,1,대구 중구 동인동3가 271-142번지
1562,동진슈퍼,1,경남 창원시 명서동 200-1부산상가1층3호
1563,동키호테편의점,1,광주 서구 풍암동 935-7
1564,동탄 반송 복권방,1,경기 화성시 반송동 14-1 103호
1565,동탄복권방,1,경기 화성시 영천동 681-4 성산타워 B동 101호
1566,동해복권방,1,강원 강릉시 포남1동 1186-1번지
1567,동해복권전문점,1,강원 동해시 17-22번지
1568,동행복권방,1,경기 의정부시 의정부동 165-28
1569,동행행운lotto방,1,경기 화성시 향남읍 하길리 1459-5
1570,돼지네슈퍼,1,경기 부천시 소사구 소사본동 231-4번지
1571,돼지방,1,경기 성남시 중원구 상대원1동 1964번지
1572,돼지복권방,1,충남 부여군 부여읍 동남리 709-2
1573,두꺼비로또판매점,1,서울 관악구 봉천동 963-2
1574,두배로마트덕이점,1,경기 고양시 일산서구 덕이동 992-1번지 삼호빌딩1층
1575,둔포로 로또방,1,충남 아산시 둔포면 둔포리 282-26 세븐일레븐 편의점
1576,둘리복권방,1,경기 시흥시 정왕동 1736-3번지 한강프라자제1층101호
1577,드림 편의점,1,서울 도봉구 창동 565-9
1578,드림로또,1,서울 은평구 진관동 73 1층 108호 일부
1579,드림로또,1,전북 전주시 덕진구 호성동 749-15
1580,드림로또마켓,1,경기 수원시 권선구 금곡동 1117 127호
1581,드림마트,1,인천 남구 주안동 734-4번지
1582,드림마트,1,경북 구미시 진평동 416-7번지DC마트내
1583,드림마트,1,경남 김해시 활천동 617-5
1584,드림메드,1,경기 안산시 상록구 월피동 452-11번지 101호
1585,드림복권,1,전북 익산시 어양동 643-6번지
1586,드림복권방,1,인천 중구 신흥동 54-7
1587,드림복권방,1,경기 수원시 권선구 세류동 459-16
1588,드림복권전문점,1,"경기 평택시 비전동 190-1,3번지"
1589,드림테크,1,경기 부천시 괴안동 28-2번지 기풍빌딩 107호
1590,들꽃편의점,1,경기 수원시 영통구 매탄동 196-18
1591,디딤돌,1,대구 달서구 상인동 1468-10번지
1592,디딤슈퍼,1,경기 부천시 원미구 도당동 164-20번지
1593,디즈니포토랜드,1,"경기 남양주시 호평동 612 상가 117호, GS25호평아이파크점"
1594,땡큐25(철산점),1,경기 광명시 철산동 264번지 로데오빌딩103호
1595,땡큐마트,1,대구 수성구 만촌동 636-21번지
1596,또또슈퍼,1,광주 광산구 소촌동 529-16번지
1597,또이대박로또,1,강원 원주시 개운동 446-3 102호
1598,뚜레쥬르화곡역점,1,서울 강서구 화곡동 1052-9번지
1599,라온로또,1,대구 수성구 매호동 1343-8번지
1600,라이프25시,1,경북 구미시 송정동 23-4세븐일레븐 송정타운점
1601,럭키,1,부산 북구 구포제3동 1249-1
1602,럭키로또복권판매점,1,충북 청주시 상당구 용암2동 1763
1603,럭키뱅크복권방,1,충북 청주시 서원구 수곡동 80-20번지
1604,럭키복권,1,서울 동작구 상도제4동 208-321층 안경점
1605,럭키상사,1,인천 부평구 부평동 199-20번지가나베스텔105호 씨스페이스편의점내
1606,로뎀,1,경기 화성시 남양읍 북양리 524 미니스톱 편의점내
1607,로또,1,서울 강서구 가양제1동 784-13 CU마곡아르디에점
1608,로또,1,서울 강동구 천호동 289
1609,로또,1,서울 광진구 자양제4동 6-39번지
1610,로또,1,경기 구리시 갈매동 610-5 CU갈매에이스점
1611,로또,1,경기 안산시 상록구 부곡동 692-5번지 301호
1612,로또,1,경기 포천시 소흘읍 이가팔리 971-2
1613,로또,1,경기 김포시 사우동 872번지청원프라자107
1614,로또,1,서울 금천구 독산동 888-141층
1615,로또 마트,1,서울 서초구 서초동 1303-16
1616,로또(복권방),1,인천 서구 석남동 450-28번지
1617,로또.토토.블루베리,1,경기 평택시 안중읍 현화리 854-1 105호
1618,로또1등봉덕대박집,1,대구 남구 봉덕동 956-4
1619,로또25,1,울산 남구 삼산동 1543-1번지
1620,로또25시,1,부산 사하구 하단동 525-32
1621,로또645,1,강원 춘천시 퇴계동 1012 CU 춘천한주점
1622,로또가게,1,경기 용인시 기흥구 신갈동 71-5번지 101호
1623,로또공인중개사사무소,1,광주 광산구 흑석동 524상가3동 비105호 이지더원 아파트 상가 내
1624,로또공항점,1,제주 제주시 용담이동 2002여객청사1층
1625,로또구영편의점,1,울산 울주군 범서읍 구영리 853-2번지 구영프라자1층111호
1626,로또구파발점,1,서울 은평구 진관동 70메트로프라자 103호
1627,로또구포점,1,부산 북구 덕천제2동 403-24번지 1층
1628,로또기업,1,대전 동구 성남동 494-7 복합터미널 건너편
1629,로또나라,1,대구 남구 대명동 1651-16번지
1630,로또나라,1,경기 파주시 문발동 495-138번지
1631,로또나라,1,전남 광양시 중동 1296-11번지 1층
1632,로또나라,1,부산 북구 구포제1동 700-93
1633,로또노원역점,1,서울 노원구 상계동 593-2번지 1층
1634,로또는내운명,1,대전 중구 부사동 260-11 1층
1635,로또담배,1,서울 관악구 신림동 667-36
1636,로또대박마트,1,대전 동구 대성동 267-1 로또대박마트
1637,로또대박점,1,경북 칠곡군 왜관읍 금산리 986-17번지
1638,로또대박파티마삼거리,1,대구 동구 신암동 620-61 이노PC방
1639,로또랜드,1,경기 시흥시 정왕동 1189-11번지
1640,로또마트,1,전남 목포시 옥암동 1027번지 부영아파트상가109호
1641,로또명당,1,전남 해남군 문내면 동외리 875-6번지
1642,로또명당,1,대구 북구 태전동 1117 1층 102호
1643,로또명당,1,충북 진천군 진천읍 읍내리 258-5
1644,로또명당,1,인천 남동구 구월동 1250
1645,로또명당,1,대구 남구 이천동 200-13
1646,로또명당,1,부산 사상구 주례동 54-80
1647,로또명당,1,경기 평택시 진위면 견산리 75-9 1호
1648,로또명당,1,대구 북구 동천동 878-4번지
1649,로또명당,1,경남 창원시 마산합포구 창포동3가 7-2번지
1650,로또명당 청원점,1,충북 청주시 청원구 오창읍 구룡리 432-10
1651,로또명당(왜관IC),1,경북 칠곡군 왜관리 779-13 1층 커피&로또명당
1652,로또명당도안점,1,대전 유성구 봉명동 1033-4번지
1653,로또명당매표소,1,경기 수원시 팔달구 우만동 85-1
1654,로또명당매화점,1,충북 옥천군 옥천읍 매화리 36-6 옥천휴게소 상행
1655,로또명당복권방,1,인천 강화군 강화읍 신문리 685-9번지
1656,로또명당옥천점,1,충북 옥천군 옥천읍 매화리236-16번지
1657,로또모형방,1,경기 고양시 일산서구 송포동 1464-7
1658,로또미림샵,1,대전 동구 용전동 63-3 1층 EW115호
1659,로또박사,1,경기 의정부시 신곡2동 760-2
1660,로또방,1,경기 용인시 기흥구 고매동 485-16번지CU기흥IC점
1661,로또방,1,서울 영등포구 영등포동 9-13
1662,로또방,1,전북 전주시 완산구 평화동2가 341-3번지
1663,로또방,1,경남 창원시 의창구 봉곡동 120-27번지
1664,로또방,1,서울 강서구 방화제2동 618-14
1665,로또복권,1,서울 도봉구 쌍문제3동 98-9
1666,로또복권,1,경기 성남시 분당구 금곡동 192번지두산위브상가109호
1667,로또복권,1,충남 아산시 배방읍 세교리 965-5 101호
1668,로또복권,1,경남 창원시 의창구 팔용동 31-2 CU편의점 내
1669,로또복권,1,경기 평택시 팽성읍 송화리 126-3번지 GS25평택송화점
1670,로또복권,1,서울 종로구 예지동 296-12번지
1671,로또복권,1,인천 서구 연희동 799-7 1층 105호
1672,로또복권,1,서울 노원구 하계동 272번지 시영아파트5단지상가104
1673,로또복권,1,서울 중구 을지로2가 157가판대98호
1674,로또복권,1,서울 양천구 신월동 205-44번지 훼미리마트
1675,로또복권,1,인천 부평구 십정동 397-20번지
1676,로또복권,1,대전 동구 자양동 198-17번지
1677,로또복권,1,경기 의정부시 장암동 20-9번지
1678,로또복권,1,경북 구미시 송정동 459번지
1679,로또복권,1,전북 익산시 마동 358-5번지
1680,로또복권,1,전남 함평군 해보면 문장리 822-25번지문장중앙식품
1681,로또복권,1,경북 포항시 북구 장량동 1353-1 파리바케트 옆
1682,로또복권,1,충북 청주시 상당구 탑동 60-11 103호
1683,로또복권,1,경남 하동군 금남면 계천리 987번지 지리산빅마트 내
1684,로또복권,1,대구 수성구 범어동 774-84번지
1685,로또복권,1,경기 시흥시 정왕동 1859-14번지103호
1686,로또복권,1,경기 광명시 하안동 260-2번지 8단지종합상가공유지
1687,로또복권,1,경기 평택시 평택동 55-8 보광당금은방
1688,로또복권,1,강원 원주시 우산동 176-4102호
1689,로또복권,1,부산 사하구 다대동 308-2번지일영빌딩1층 CU편의점
1690,로또복권,1,부산 남구 용당동 182-2번지
1691,로또복권,1,충남 천안시 동남구 봉명동 48-50
1692,로또복권,1,서울 노원구 상계동 649-7번지 다모아빌딩103
1693,로또복권,1,부산 동구 범일동 830-200번지 한양아파트3동상가1층 세븐일레븐
1694,로또복권(세종식품),1,서울 중구 명동 62-8
1695,로또복권2공단점,1,충남 천안시 서북구 부성동 12-3번지공단매점내
1696,로또복권4공단점,1,경북 구미시 산동면 봉산리 380-2
1697,로또복권나라,1,전북 정읍시 연지동 315-15번지CU연지점 내
1698,로또복권대박,1,경북 상주시 냉림동 353-4번지
1699,로또복권방,1,부산 사하구 하단제2동 484-33번지
1700,로또복권방,1,경기 파주시 금촌1동 932-1 1층
1701,로또복권방,1,부산 부산진구 전포동 692번지에브리데이점포점 내
1702,로또복권방,1,서울 성북구 동소문동3가 34번지
1703,로또복권방,1,경기 파주시 금촌동 767-11번지
1704,로또복권방,1,경기 군포시 산본동 1134-2 신명빌딩1층1005호
1705,로또복권방,1,충남 천안시 서북구 성정동 722-1번지 상가3호
1706,로또복권방,1,인천 서구 가좌동 45-1
1707,로또복권방,1,경기 안양시 동안구 호계동 711-11층 105호
1708,로또복권방,1,서울 중구 을지로동 17-1번지
1709,로또복권방,1,경남 김해시 북부동 1083-11-1호 CU김해구산캐스빌점 내
1710,로또복권방,1,인천 연수구 옥련동 462-12번지 103호
1711,로또복권방,1,서울 양천구 신월동 544-6 1층
1712,로또복권방,1,전북 정읍시 수성동 917-1 수성 주공3차 단지내 CU편의점
1713,로또복권방,1,경기 고양시 일산동구 749코오롱레이크폴리스2B-101
1714,로또복권방,1,경기 시흥시 정왕1동 1367-1 19동 122호
1715,로또복권방,1,울산 중구 중앙동 190-134번지
1716,로또복권방,1,충남 공주시 신관동 22-19
1717,로또복권방,1,부산 동래구 안락제1동 423-2
1718,로또복권방,1,충북 청주시 청원구 내수읍 내수리 36-19 디지털프라자 옆
1719,로또복권방,1,인천 남구 주안동 238-1리베로빌딩103호
1720,로또복권방,1,인천 동구 송현동 67-78
1721,로또복권방,1,충남 아산시 배방읍 공수리 142-21 PGA스크린골프연습장내
1722,로또복권방,1,경기 안양시 만안구 석수동 104-98번지 103호
1723,로또복권방,1,대전 서구 복수동 492번지1층 썬마트편의점
1724,로또복권방,1,경기 의왕시 오전동 324-9
1725,로또복권방,1,경기 수원시 장안구 파장동 266-9
1726,로또복권방,1,충남 아산시 탕정면 호산리 517-1
1727,로또복권방동백점,1,경기 용인시 기흥구 중동 831-1 월드프라자101
1728,로또복권애니타임점,1,경북 구미시 황상동 303-1번지 애니타임편의점 내
1729,로또복권초당판매점,1,전남 무안군 무안읍 성남리 88-1번지 CU편의점
1730,로또복권판매,1,경남 하동군 하동읍 읍내리 333-14
1731,로또복권판매,1,서울 강북구 수유동 173-14번지 가판
1732,로또복권판매,1,경기 안산시 상록구 사동 1570-3판매점 내
1733,로또복권판매대,1,서울 서초구 반포동 54-7번지e-b/d1층
1734,로또복권판매소,1,서울 영등포구 문래동2가 40-3번지
1735,로또복권판매소,1,서울 구로구 구로동 797-70번지
1736,로또복권판매소,1,경기 고양시 덕양구 성사동 408-7번지성사동 원당역편의점
1737,로또복권판매업,1,서울 송파구 석촌동 226-16번지운보빌딩1층103호
1738,로또복권판매점,1,경기 안산시 상록구 일동 90번지
1739,로또복권판매점,1,경기 의정부시 민락동 705-2번지 태원프라자103
1740,로또복권판매점,1,경기 평택시 서정동 842-11
1741,로또복권판매점,1,서울 마포구 신수동 88-9
1742,로또복권편의점,1,광주 광산구 송정동 890-3번지T월드 이동통신내
1743,로또부자세상,1,강원 원주시 태장동 778-28 1층
1744,로또사랑점,1,서울 강남구 역삼동 706-20번지 한화진넥스빌제1층106호
1745,로또삼각점,1,광주 북구 삼각동 755-16
1746,로또삼성복권방,1,경기 수원시 영통구 원천동 550-1 원천훼미리타운105호
1747,로또생삼겹,1,인천 남동구 논현동 746-4
1748,로또석모리,1,경기 김포시 양촌읍 석모리 968-7
1749,로또세븐죽전점,1,대구 달서구 죽전동 269-8번지세븐일레븐편의점 내
1750,로또송현,1,대구 달서구 송현동 1930-35번지 썬빌리지편의점 내
1751,로또수락산점,1,서울 노원구 상계동 1262번지 대덕하이베라스101호
1752,로또슈퍼,1,경기 안산시 상록구 사동 1517-2번지 102호
1753,로또슈퍼,1,광주 서구 쌍촌동 1282번지 모아제일아파트상가1층102호
1754,로또슈퍼,1,인천 부평구 일신동 105-2번지
1755,로또안경콘택트,1,경북 구미시 원평동 109-20번지
1756,로또온양온천점,1,충남 아산시 염치읍 곡교리 202-11호
1757,로또와공인중개사사무소,1,서울 은평구 갈현동 424-7 1층
1758,로또왕대박,1,경기 화성시 봉담읍 와우리 75-6 1층
1759,로또일도점,1,대구 북구 동천동 912-1번지 일도프라자101호
1760,로또입장점,1,충남 천안시 서북구 입장면 하장리 45-22세븐일레븐입장점내
1761,로또잭팟,1,서울 관악구 신림동 727-5
1762,로또정량점,1,경남 통영시 정량동 1158-57 7호
1763,로또주안점,1,인천 남구 숭의동 편의점내
1764,로또지물포,1,서울 마포구 망원동 476-18번지
1765,로또천국,1,서울 광진구 군자동 345번지
1766,로또천국건천점,1,경북 경주시 건천읍 건천리 293-1번지
1767,로또천안성남점,1,충남 천안시 동남구 성남면 신사리 332-1번지
1768,로또카페,1,경기 평택시 서정동 818-34 1층102호
1769,로또토토,1,울산 남구 삼산동 1479-5번지 1층104호
1770,로또토토대박,1,강원 원주시 일산동 154-112 1층
1771,로또판매,1,전남 영광군 영광읍 남천리 324-10
1772,로또판매,1,서울 강남구 신사동 550-19 다올 부동산
1773,로또판매,1,서울 구로구 구로제5동 3-251층 077호
1774,로또판매CU논현SK점,1,서울 강남구 논현동 241-3 제1층 108호 CU편의점
1775,로또판매선부점,1,경기 안산시 단원구 선부동 1076-17 122-2호
1776,로또판매소,1,강원 철원군 동송읍 이평리 852-1번지
1777,로또판매점,1,부산 남구 대연동 1604-5번지 다산슈퍼
1778,로또판매점,1,서울 은평구 응암동 589-38
1779,로또판매점,1,충북 청주시 서원구 선동리 502-5gs25편의점
1780,로또판매점,1,서울 성북구 하월곡동 70-150번지
1781,로또판매점,1,경남 진주시 신안동 705-4주공3차아파트상가101호
1782,로또판매점,1,인천 부평구 산곡동 119-51번지
1783,로또판매점(복권방),1,경기 군포시 당동 921-5금강프라자1-110호
1784,로또팡팡 토토팡팡,1,전북 군산시 지곡동 525-1번지
1785,로또편의점,1,전남 강진군 강진읍 남성리 24-36
1786,로또편의점,1,서울 구로구 구로제5동 536-46 지1층
1787,로또하기좋은날,1,강원 양구군 양구읍 상리 211-6 행운마트
1788,로또행운마트,1,서울 양천구 신월동 52-11번지 1층
1789,로또행운방,1,전북 전주시 완산구 효자5동 1458-3번지
1790,로또혁신점,1,경북 김천시 777cu로제니아
1791,로또홍성휴게소(하행)판매점,1,충남 홍성군 은하면 금국리 292-3 서해안고속도로 홍성휴게소 하행내 하이샵코너내
1792,로또훼미리마트왜관점,1,경북 칠곡군 왜관읍 왜관리 191-3번지 CU편의점 내
1793,로타리상회,1,경북 구미시 공단동 263번지 상가1층4호
1794,리스정보통신,1,서울 강북구 수유동 564-15
1795,리치복권방,1,부산 수영구 민락동 113-21번지 B동101호 쉼표
1796,마녀샐러드,1,서울 강남구 역삼동 637-36 정일빌딩1층2호
1797,마리나복권,1,부산 해운대구 좌동 1270-1CU해운대마리나점
1798,마실더그린테이블,1,경기 용인시 기흥구 동백동 614-5 101호 마실
1799,마이더스로또복권방,1,경기 안양시 동안구 관양동 1505-7번지
1800,만구수산유통,1,부산 서구 남부민제1동 685번지 현대타운상가1층86호 복권판매점
1801,만년복권방(농협홍삼),1,대전 서구 만년동 303번지 디지털타운1층64호 홍삼판매점
1802,만물전파사,1,경기 남양주시 화도읍 마석우리 271-8번지
1803,만복당,1,서울 성동구 금호동1가 125-1 신한은행 앞
1804,만복래,1,인천 부평구 부평동 370-1번지 1층
1805,만복편의점,1,충북 청주시 흥덕구 봉명1동 900
1806,만세복권,1,인천 서구 원당동 825-4CU 만세원당점
1807,만세복권방,1,경기 의정부시 의정부1동 31-21
1808,만수주공본점 로또판매,1,인천 남동구 만수동 14번지1층4호편의점내
1809,맑은샘,1,광주 동구 충장로4가 29-2번지 밀리오레앞도로 가판
1810,망원복권방,1,서울 마포구 망원동 486-1번지
1811,매탄동슈퍼,1,경기 수원시 영통구 매탄동 111-1
1812,매표소,1,충남 천안시 서북구 직산읍 양당리 234-1 1동
1813,매표소,1,경기 수원시 팔달구 팔달로2가 67-3
1814,매표소,1,경기 부천시 부천동 255-2번지 도로부지
1815,매향슈퍼,1,경기 수원시 팔달구 남수동 16-19
1816,맨유편의점,1,충북 청주시 흥덕구 봉명2.송정동 2758 두진메인빌 상가 105호
1817,맨투맨복권방,1,충북 청주시 흥덕구 송절동 711 편의점
1818,명가로또복권,1,경남 거제시 사등면 덕호리 110-21번지대교제일할인마트내
1819,명당,1,경남 진주시 진성면 상촌리 142-2번지 CU편의점내
1820,명당,1,서울 강서구 화곡동 339-23
1821,명당 구로동 복권 판매점,1,서울 구로구 구로제2동 430 1층
1822,명당로또,1,경남 창원시 성산구 가음동 38-20번지
1823,명당복권,1,"서울 은평구 100-4 상가동1층 117,118호 CU어드밴스힐점"
1824,명당복권,1,인천 계양구 작전동 388-1
1825,명당복권방,1,충북 청주시 청원구 오근장동 163-3
1826,명당복권방,1,전남 영암군 삼호읍 용앙리 212-7번지 명당복권방
1827,명당복권방,1,전남 영암군 삼호읍 용앙리212-7번지명당복권방
1828,명당복권방,1,경기 남양주시 화도읍 창현리 472-7번지
1829,명당복권방,1,서울 동작구 상도1동 628 상도역 5번 출구인근
